answer,id,problem,type
"(a) $\boldsymbol{v}_{500}=\frac{g}{f}\left\{\left[\frac{\bar{z}_{500}}{a}-\frac{2 \pi y}{L^{2}} Z_{500}^{\prime} \sin \left(\pi \frac{x^{2}+y^{2}}{L^{2}}\right)\right] \boldsymbol{i}+\left[\frac{2 \pi x}{L^{2}} Z_{500}^{\prime} \sin \left(\pi \frac{x^{2}+y^{2}}{L^{2}}\right)\right] \boldsymbol{j}\right\}$,
(c) $(\zeta+f)=\frac{g}{f} \frac{4 \pi}{L^{2}} Z_{500}^{\prime}\left\{\sin \left(\pi \frac{x^{2}+y^{2}}{L^{2}}\right)+\pi \frac{\left(x^{2}+y^{2}\right)}{L^{2}} \cos \left(\pi \frac{x^{2}+y^{2}}{L^{2}}\right)\right\}+f_{0}$.",PAC_12_3,"The height of the 500-hPa surface is given by

$$
Z_{500}= \begin{cases}\overline{\bar{Z}}_{500}-\bar{z}_{500}\left(\frac{y}{a}\right)-z_{500}^{\prime}\left[1+\cos \left(\pi \frac{x^{2}+y^{2}}{L^{2}}\right)\right] & \left(x^{2}+y^{2}\right)^{\frac{1}{2}} \leq L \\ \overline{\bar{Z}}_{500}-\bar{z}_{500}\left(\frac{y}{a}\right) & \left(x^{2}+y^{2}\right)^{\frac{1}{2}}>L\end{cases}
$$

where the constants $\overline{\bar{Z}}_{500}, \bar{z}_{500}$, and $z_{500}^{\prime}$ represent the global-mean, zonal-mean, and perturbation contributions to the height field; $a$ is Earth's radius; and $y$ is measured on a midlatitude $f$ plane centered at latitude $\phi_{0}$. (a) Derive an expression for the geostrophic flow $\boldsymbol{v}_{500}$ at 500 hPa. (b) Illustrate $z_{500}(x, y)$ and $\boldsymbol{v}_{500}(x, y)$, assuming $z_{500}^{\prime} \ll \bar{z}_{500}$. Discuss the components affecting $\boldsymbol{v}_{500}$, with emphasis on how the flow is affected by the thermal perturbation. (c) Formulate an expression for the absolute vorticity at 500 hPa and analyze its components.",Atmospheric Dynamics
"(a) $16 \mathrm{~m} \mathrm{~s}^{-1}$, (b) $14.3 \mathrm{~m} \mathrm{~s}^{-1}$.",PAC_12_4,"A midlatitude cyclone located at 45 N creates a radial height gradient of $0.16 \mathrm{~m} \mathrm{~km}^{-1}$ at the 500 hPa level, found at a typical radial distance of $R=a \Delta \theta$, where $\Delta \theta=10^{\circ}$. Assuming the movement is adequately steady, determine (a) the geostrophic wind and (b) the gradient wind.",Atmospheric Dynamics
"(a) $768 \mathrm{~m} \mathrm{~s}^{-1}$, (b) $45 \mathrm{~m} \mathrm{~s}^{-1}$.",PAC_12_5,"Similar to Problem 12.4, consider a tropical cyclone located at 10°N, generating a radial height gradient of $1.88 \mathrm{~m} \mathrm{~km}^{-1}$ at 850 hPa. This occurs at a specific radial distance where $\Delta \theta=1^{\circ}$.",Atmospheric Dynamics
"(a) 950-850: $\frac{\partial \bar{T}}{\partial x}=0, \frac{\partial \bar{T}}{\partial y}=-.032 \mathrm{~K} \mathrm{~km}^{-1}$; 850-750: $\frac{\partial \bar{T}}{\partial x}=0$, $\frac{\partial \bar{T}}{\partial y}=+.028 \mathrm{~K} \mathrm{~km}^{-1}$, (b) 950-850: $32 \mathrm{~K} \mathrm{day}^{-1}$; 850-750: -28 $\mathrm{K} \mathrm{day}^{-1}$, (c) $63 \mathrm{~K} \mathrm{~km}^{-1}$.",PAC_12_6,"A vertical atmospheric profile at 45°N indicates isothermal conditions with $T=0^{\circ} \mathrm{C}$ below 700 hPa, and vertical wind shear described by the following wind profile:

$$
v=\left\{\begin{array}{lll}
10 \mathrm{~m} \mathrm{~s}^{-1} & \mathrm{~S} & 950 \mathrm{hPa} \\
14.14 \mathrm{~m} \mathrm{~s}^{-1} & \mathrm{SW} & 850 \mathrm{hPa} \\
10 \mathrm{~m} \mathrm{~s}^{-1} & \mathrm{~S} & 750 \mathrm{hPa}
\end{array}\right.
$$

with the wind originating from the specified directions. (a) Determine the average horizontal temperature gradient in the layers between 950 hPa and 850 hPa, and between 850 hPa and 750 hPa. (b) Calculate the rate at which the above layers would experience warming or cooling locally due to temperature advection, assuming temperature is roughly conserved. (c) Utilize the outcome of (b) to estimate the lapse rate developed between these layers after 24 hours, and discuss the physical implications.",Atmospheric Dynamics
$p=p_{0} e^{\frac{\Omega^{2} r^{2}}{2 R T}}$.,PAC_12_7,"Examine a tornado's core that maintains a constant temperature and rotates as a rigid body with angular velocity $\Omega$. Formulate an expression for the pressure distribution as a function of radius within the tornado's core, using the central pressure $p_{0}$ as a reference.",Atmospheric Dynamics
(a) $\boldsymbol{v}= \pm\left(\frac{r}{L}\right) \sqrt{2 \epsilon \bar{\Phi}} \boldsymbol{e}_{\phi}$.,PAC_12_8,"The isobaric height within Venus's atmosphere changes locally according to

$$
\Phi(x, y)=\bar{\Phi}\left[1+\epsilon \frac{x^{2}+y^{2}}{L^{2}}\right]
$$

(a) Assuming the motion is steady and frictionless, derive an equation for the horizontal velocity.",Atmospheric Dynamics
$33^{\circ}$.,PAC_12_9,"A stratospheric sudden warming event is associated with a reversal of the westerly winds forming the polar-night vortex. This reversal happens within a few days and is the result of air being rearranged by planetary waves. Assume that the initial flow in the middle and high latitudes can be modeled by rigid body rotation with an angular velocity of $0.25 \Omega$, and that the reversed flow at high latitude can also be approximated by rigid body rotation, with zonal easterlies at 75 N of $20 \mathrm{~m} \mathrm{~s}^{-1}$. If, during this reversal, the motion remains approximately nondivergent, determine the origin of the air that ultimately occupies the polar cap.",Atmospheric Dynamics
"(a) $\zeta=-7.510^{-5} \mathrm{~s}^{-1}$, (b) $\zeta=-8.310^{-5} \mathrm{~s}^{-1}$.",PAC_12_10,"A planetary wave causes a disruption in the zonal circulation by transporting air northward from 10 N to 50 N. Given that the wind at 10 N is easterly with a velocity of $5 \mathrm{~m} \mathrm{~s}^{-1}$ and a relative vorticity of $1.210^{-5} \mathrm{~s}^{-1}$, calculate the column-averaged vorticity at 50 N if (a) the air movement is barotropic nondivergent, (b) the air movement is limited between an isentropic surface close to 1000 hPa and another near the tropopause, which declines toward the pole from 100 hPa in the tropics to 300 hPa at 50 N.",Atmospheric Dynamics
"(a) $v_{\|}=\frac{f^{2} v_{g}}{K^{2}+f^{2}}, v_{\perp}=-\frac{f K v_{g}}{K^{2}+f^{2}}$ (b) $\delta=\tan ^{-1}\left(\frac{K}{f}\right)$, (c) $24.2^{\circ}$, (d) $60.7^{\circ}$.",PAC_12_11,"(a) Calculate the components of frictional geostrophic motion that are parallel and perpendicular to height contours, using the related geostrophic velocity. (b) Develop a formula for the angle $\delta$ representing the deviation of $\boldsymbol{v}_{h}$ from the height contours. Estimate the value of $\delta$ with a Rayleigh-friction coefficient of $K=4$ days $^{-1}$ at a latitude of (c) $45^{\circ}$ and (d) $15^{\circ}$.",Atmospheric Dynamics
"(a) $\frac{\partial^2 y}{\partial x^2}+\frac{\beta}{u} y=0$, (b) $y(x)=Ae^{i \sqrt{\frac{\beta}{u}} x}+ Be^{-i \sqrt{\frac{\beta}{u}} x}$.",PAC_12_14,"Examine steady, barotropic, nondivergent flow on a midlatitude beta plane. The flow is zonal and constant, characterized by $\boldsymbol{v}=\bar{u} \boldsymbol{i}$, before encountering an extended NS ridge at $x=0$, which causes streamlines to deviate meridionally from their original latitudes. Given that the perturbed flow downstream differs from the upstream flow by a minor meridional perturbation $v^{\prime}$, (a) derive a differential equation that describes the trajectory $y(x)$ of an air parcel that starts at $y=0$, and (b) determine the general solution downstream of the ridge.",Atmospheric Dynamics
"(a) $20 \mathrm{~m} \mathrm{~s}^{-1} \mathrm{~km}^{-1}$, (b) $50 \mathrm{~m} \mathrm{~s}^{-1} \mathrm{~km}^{-1}$.",PAC_13_2,Determine the intensity of vertical shear required for turbulence to develop under stability conditions typical of (a) average tropospheric conditions: $N^{2}=1.10^{-4} \mathrm{~s}^{-2}$ and (b) average stratospheric conditions: $N^{2}=6 \cdot 10^{-4} \mathrm{~s}^{-2}$.,Atmospheric Dynamics
87 km for $\mathrm{H}=7.3 \mathrm{~km}$.,PAC_13_3,"Determine the altitude of the turbopause given that the characteristic length and velocity scales are 1 km and $10 \mathrm{~m} \mathrm{~s}^{-1}$, respectively.",Atmospheric Physics
$10^{5} \mathrm{MW}$ (!).,PAC_13_4,"Frictional dissipation plays a crucial role in turbulence, as it transfers energy from large-scale organized motion to small scales where molecular diffusion is more efficient. The specific energy dissipation rate for homogeneous isotropic turbulence is given by

$$
\epsilon \cong \frac{U^{3}}{L}
$$

where $U$ and $L$ represent the characteristic velocity and length scales of the large-scale motion driving the cascade. Therefore, the energy dissipation rate, concentrated at small scales, is determined by the large-scale motion, which is almost inviscid. Utilize this formula to approximate the energy dissipation rate within a cumulonimbus cloud with a characteristic dimension of 10 km and a velocity of $10 \mathrm{~m} \mathrm{~s}^{-1}$. Compare this calculated value to the energy generation rate of a large urban power plant ( $\sim 1000 \mathrm{M} \mathrm{W}$ ).",Atmospheric Physics
$8.9 \mathrm{~mm} \mathrm{~s}^{-1}$,PAC_13_6,"Consider a mid-latitude cyclone characterized by a height disturbance in the lower troposphere given by
$$
z^{\prime}=-Z e^{-\frac{x^{2}+y^{2}}{2 L^{2}}},
$$
where $Z=200 \mathrm{~m}$, $\mathrm{~L}=1000 \mathrm{~km}$, and $y$ is calculated from $45^{\circ}$. The boundary layer features an eddy diffusivity of $10 \mathrm{~m}^{2} \mathrm{~s}^{-1}$. Determine the peak vertical velocity at the top of the boundary layer.",Atmospheric Dynamics
$0.08 \mathrm{~N} \mathrm{~m}^{-2}$.,PAC_13_7,"Measurements show an almost logarithmic change with height in the mean wind below 100 m over prairie grassland with a roughness length of 4 cm. Given that the mean wind speed is $5 \mathrm{~m} \mathrm{~s}^{-1}$ at the upper boundary of this layer, determine the stress applied to the ground.",Atmospheric Dynamics
4.5 days.,PAC_13_8,"Determine the characteristic spin-down time resulting from Ekman pumping for a cyclone situated at $45^{\circ}$, with vertical motion reaching the tropopause at an altitude of 10 km, and an eddy diffusivity within the boundary layer of $10 \mathrm{~m}^{2} \mathrm{~s}^{-2}$. Compare this spin-down time to the time scale associated with radiative damping.",Atmospheric Dynamics
"(a) 0.0004 hPa , (b) $5.1 \mathrm{~m} \mathrm{~s}^{-1}$.",PAC_14_8,"After the Krakatoa eruption, barometric readings showed a surface pressure oscillation with an amplitude of 1 hPa. Given that the oscillation period was 1 hour, calculate the amplitude of (a) the pressure fluctuation at an altitude of 80 km, (b) the wind fluctuation at 80 km.",Atmospheric Physics
"(a) $k=\left(k_{0}^{2}, \frac{\sigma^{2}}{g H(y)}-k_{0}^{2}\right)$.",PAC_14_12,"As an aircraft approaches JFK airport in New York, gusty winds are blowing nearly parallel to the shoreline, yet white caps seem to be moving directly towards the shore. Develop a basic model using shallow water waves in the $x-y$ plane, where the depth decreases linearly to zero at the shoreline, aligned with $y=0$. Given a wavepacket initially characterized by $\boldsymbol{k}=\left(k_{0}, l_{0}\right)$, (a) find $\boldsymbol{k}(y)$.",Physical Oceanography
"(a) Through divergence, the mountain acts as a vorticity source,
(b) $\frac{D}{D t} \nabla^{2} \psi^{\prime}+\beta \frac{\partial \psi^{\prime}}{\partial x}=\frac{Q_{0}}{2 \pi L^{2}} e^{-\frac{x^{2}+y^{2}}{2 L^{2}}}$,
(c) $\psi(x, y)=\frac{1}{2 \pi} \int_{-\infty}^{\infty} d k \int_{-\infty}^{\infty} d l \Psi_{k l} e^{i(k x+l y)}$;
$\Psi_{k l}=\frac{i}{k}\left(\frac{Q_{0}}{2 \pi}\right) \frac{e^{-\frac{\left(k^{2}+l^{2}\right) L^{2}}{2}}}{\overline{\bar{u}\left(k^{2}+l^{2}\right)-\beta}} ; x c_{g x}+y c_{g y}>0$, with $\boldsymbol{c}_{g}=\frac{2 \bar{u}^{2} k}{\beta} \boldsymbol{k}$.",PAC_14_18,"Consider a constant, barotropic, and nondivergent flow encountering an isolated mountain, which generates Rossby waves. The mountain's influence can be considered a vorticity source given by

$$
Q(x, y)=\frac{Q_{0}}{2 \pi L^{2}} e^{-\frac{x^{2}+y^{2}}{2 L^{2}}}
$$

(a) Explain why it is appropriate to model surface forcing in this way. (b) Derive an equation that describes the flow dynamics. (c) Formulate the streamfunction using a Fourier integral to describe the wave field, ensuring the condition of radiation away from the source area is met.",Atmospheric Dynamics
"(a) $\frac{1}{a^{2} \cos \phi} \frac{\partial}{\partial \phi}\left(\cos \phi \frac{\partial \psi^{\prime}}{\partial \phi}\right)+\frac{1}{\bar{\rho}} \frac{\partial}{\partial z}\left(\frac{f^{2}}{N^{2}} \bar{\rho} \frac{\partial \psi^{\prime}}{\partial z}\right)+v^{2} \psi^{\prime}=0$,
with
$v^{2}=\frac{\beta_{e}}{\bar{u}-c}-k^{2}$
$\beta_{e}=\beta-\frac{1}{a^{2} \cos \phi} \frac{\partial}{\partial \phi}\left(\cos \phi \frac{\partial \bar{u}}{\partial \phi}\right)-\frac{1}{\bar{\rho}} \frac{\partial}{\partial z}\left(\frac{f^{2}}{N^{2}} \bar{\rho} \frac{\partial \bar{u}}{\partial z}\right)$,
(b) $74^{\circ}$, (c) $45^{\circ}$.",PAC_14_19,"Examine quasi-geostrophic dynamics on a spherical surface. (a) Derive the equation that describes the movement of planetary waves in terms of latitude and altitude. For a stationary wave that does not vary with altitude $\left(\frac{\partial \psi^{\prime}}{\partial z}=0\right)$ and travels horizontally through constant westerlies at $20 \mathrm{~m} \mathrm{~s}^{-1}$, determine the polar turning latitude for (b) zonal wavenumber 1, (c) zonal wavenumber 4.",Atmospheric Dynamics
$d h_{t o t}=c_{p} T d \ln \theta_{e}$.,PAC_15_1,Connect the variation in moist static energy $h_{t o t}=c_{p} T+l_{v} r+\Phi$ for an air parcel to the alteration in its equivalent potential temperature $\theta_{e}$.,Atmospheric Physics
$-9.810^{4} \mathrm{~J} \mathrm{~kg}^{-1}$.,PAC_15_2,"Examine an air parcel that travels towards the equator at sea level, ascends adiabatically in the tropical region, moves poleward at a steady altitude of 15 km, and then descends in the extratropical region. Given that heat exchange is limited to the upper and lower segments of the circuit, and if, during the lower segment, the parcel begins with a temperature and mixing ratio of $250^{\circ} \mathrm{K}$ and $1 \mathrm{~g} \mathrm{~kg}^{-1}$ in the extratropics, and achieves a temperature and mixing ratio of $300^{\circ} \mathrm{K}$ and $20 \mathrm{~g} \mathrm{~kg}^{-1}$ in the tropics, determine the amount of radiative heat transfer that takes place along the upper segment of the circuit.",Atmospheric Physics
(a) $2.610^{21} \mathrm{~J}$.,PAC_15_3,"Examine the thermal structure given below, which is representative of the zonal-mean stratification in the troposphere:

$$
T(\phi, p)=\bar{T}(p)-T^{\prime}(\phi, p)
$$

where

$$
\begin{gathered}
\bar{T}(p)=\bar{T}_{0}-\Gamma \bar{H} \ln \left(\frac{p_{0}}{p}\right)+\frac{\Delta T}{4}\left(\frac{p}{p_{0}}\right), \\
T^{\prime}(\phi, p)=\Delta T|\sin \phi|^{3}\left(\frac{p}{p_{0}}\right)-\frac{\Delta T}{4}\left(\frac{p}{p_{0}}\right),
\end{gathered}
$$

with the overbar indicating the global average. Given $\bar{T}_{0}=268^{\circ} \mathrm{K}, \Gamma=4^{\circ} \mathrm{K} \mathrm{km}{ }^{-1}, \bar{H}=8 \mathrm{~km}$, $\Delta T=70^{\circ} \mathrm{K}, \phi_{0}=45^{\circ}$, and $p_{0}=1000 \mathrm{hPa}$, (a) determine the available potential energy $\mathcal{A}$ of the atmosphere.",Atmospheric Physics
"(a) Phase lines tilt SW - NE in the Northern Hemisphere, so that wave activity propagates equatorward with $c_{g y}<0$.",PAC_15_10,"In the troposphere, the zonal-mean flow is easterly in low latitudes but turns westerly at middle and high latitudes. Consequently, surface drag acts as a sink for easterly momentum at low latitudes, which is equivalent to being a source for westerly momentum. In contrast, it acts as a sink for westerly momentum at middle and high latitudes. On average, the atmosphere's angular momentum remains unchanged. To maintain mechanical equilibrium, the westerly momentum source at low latitudes and the sink at middle and high latitudes must be balanced by a poleward transfer of westerly momentum. This is similar to the poleward heat transfer required for thermal equilibrium. (a) The zonal-mean Hadley circulation does not accomplish all the momentum transfer needed for mechanical equilibrium. The remaining transfer occurs through large-scale eddy transport. Describe the meridional propagation of Rossby waves, in terms of horizontal phase structure and group velocity, required to achieve the remaining momentum transfer between tropical and extratropical regions.",Atmospheric Dynamics
(a) $2.9 \mathrm{~m} \mathrm{~s}^{-1}$.,PAC_15_11,"The duration of a day can change due to momentum exchanges between the atmosphere and the solid Earth. (a) Calculate the variation in air speed over the equator associated with observed changes in day length of approximately $10^{-3} \mathrm{~s}$, assuming the Earth's average density is around $510^{3} \mathrm{~kg} \mathrm{~m}^{-3}$ and that the atmosphere adjusts via uniform alterations in angular velocity.",Atmospheric Dynamics
(a) unstable (stable) equatorward (poleward) of $25^{\circ}$.,PAC_16_1,"For the atmosphere of a newly discovered planet, the circulation is given by the barotropic zonal flow

$$
\bar{u}(y)=-U \cos (2 \phi),
$$

with $U=0.55 \Omega a$. (a) Determine the inertial stability of this flow depending on latitude.",Atmospheric Dynamics
"(a) positive, (b) $\phi=\cos ^{-1}\left(\sqrt{\frac{\epsilon(Z)}{1-\frac{f^{2}}{N^{2}} a^{2} \frac{\partial^{2} \epsilon}{\partial z^{2}}}}\right)$.",PAC_16_2,"Examine a westerly flow characterized by an angular velocity $A(Z)=\frac{\bar{u}}{a \cos \phi}$ that depends solely on height. (a) Using the quasi-geostrophic motion model and the Boussinesq approximation, determine the required sign of curvature in the velocity profile $A(z)$ for shear instability to occur. (b) Identify the latitudes where shear instability is most likely when $A(Z)=\epsilon(Z) \cdot 2 \Omega$, given that $\epsilon \ll 1$.",Atmospheric Dynamics
$\frac{\alpha_{c} H}{2}=\operatorname{coth}\left(\frac{\alpha_{c} H}{2}\right)$.,PAC_16_5,Formulate an expression for the shortwave cutoff $\alpha_{c}$ associated with instability in the Eady problem.,Atmospheric Dynamics
"6.1 days, 3.2 days, 2.25 days, 1.86 days, 1.71 days, 1.77 days, 2.22 days, $\infty$.",PAC_16_7,"Determine the e-folding times for square Eady modes $(k=l)$ on an $f$ plane at a latitude of $45^{\circ}$, with $N^{2}=10^{-4} \mathrm{~s}^{-2}$, a vertical shear of $3 \mathrm{~m} \mathrm{~s}^{-1} \mathrm{~km}^{-1}$, a rigid lid at 10 km, and for zonal wavenumbers ranging from 1 to 8.",Atmospheric Dynamics
